year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2013,6,-7.14,-3.51,4.22,6.59,58685,-49.072,-61.031,312,117,67884,492
2014,2,0.68,4.62,-6.33,0.53,65245,170.673,-7.28,287,-209,61621,478
2023,10,-9.01,-5.69,-8.34,1.3,51849,61.846,38.583,286,-430,61804,460
2018,6,2.77,-5.5,-0.06,3.39,66300,153.557,46.92,-477,-152,54963,302
2020,4,-5.53,-7.5,-7.6,7.72,56435,94.023,13.153,247,305,55896,42
2020,8,0.91,-7.9,6.24,6.72,57404,111.649,56.472,493,-54,52924,391
2012,11,2.07,-0.22,-5.17,9.28,68502,149.46,-61.291,102,-433,54261,174
2019,8,6.53,5.21,1.27,6.96,66279,51.905,38.023,119,92,66500,20
2015,2,9.13,-9.85,2.23,4.56,66246,-129.497,6.708,-38,-409,56415,207
2015,1,9.55,-7.65,4.71,1.83,64667,-141.281,85.694,-293,131,55790,346
2019,5,0.84,-7.66,0.02,2.62,51066,-177.756,26.47,229,268,62926,389
2013,12,8.61,9.46,-8.11,7.7,65877,9.141,-51.468,-140,-197,68318,389
2019,7,-5.43,4.29,1.9,5.59,68934,80.98,77.034,-308,-198,57047,241
2022,3,-7.62,-3.82,5.03,6.82,53085,11.259,23.474,-52,-20,67692,219
2022,10,7.85,-4.74,0.85,0.68,69428,12.09,-48.735,28,464,53654,345
2016,1,-1.03,3.65,-8.62,2.87,50626,-1.638,-35.676,395,392,57596,221
2022,7,-7.75,5.47,-8.39,9.33,68304,-116.38,81.662,270,461,68626,263
2018,8,-7.68,-3.38,-3.16,9.04,64797,103.401,-48.167,240,137,64510,51
2015,11,5.53,-3.6,-5.93,2.83,56613,-158.165,3.778,382,-267,69682,182
2022,7,9.43,1.05,2.13,1.17,61539,-10.101,40.733,243,-195,66496,116
2022,5,7.76,2.21,4.17,1.65,63180,-102.707,-26.474,458,162,50655,209
2021,11,8.52,-8.34,-5.92,3.41,59409,-149.776,89.715,-1,-207,55627,403
2017,2,7.19,2.41,3.79,8.23,68281,-113.85,-45.444,-471,-217,64152,341
2022,3,7.54,5.55,-2.24,2.37,51463,76.549,83.941,190,80,57026,111
2023,5,-8.27,-8.41,-9.66,3.13,62390,129.98,55.02,-294,-205,58046,133
2014,10,1.75,-5.44,8.35,6.06,58306,-111.427,-38.35,-39,43,66197,158
2023,3,-1.47,7.47,-7.03,3.75,64922,-40.092,-25.689,-364,201,63473,465
2017,3,1.53,-6.77,-6.22,7.36,59261,-57.572,40.742,1,-122,57526,148
2013,1,-7.8,-3.58,0.91,0.29,62992,33.854,81.2,376,436,63868,115
2015,4,6.84,-8.2,4.83,0.08,67131,-139.395,37.501,18,441,52598,22
2016,1,7.81,2.97,-1.3,9.92,62211,63.589,-21.957,158,364,65649,489
2012,5,-3.19,2.81,-3.11,0.79,51765,-49.383,-81.808,-225,175,68578,80
2012,8,3.44,3.82,-8.95,1.62,50253,131.529,-77.744,-331,111,52038,127
2013,2,-5.36,1.35,-4.58,3.05,54848,-79.659,43.421,-82,-15,64255,323
2019,4,-8.2,6.95,9.58,8.86,68567,-98.944,-70.18,-416,155,69049,123
2012,9,1.72,-6.31,-9.02,5.2,66125,67.228,-38.35,168,-285,55147,305
2019,12,-3.87,0.68,-3.05,1.48,64646,-95.332,12.025,291,251,58733,11
2021,8,-3.81,-0.25,2.5,2.69,52792,-92.798,77.276,-485,-93,58243,328
2022,11,-9.53,1.82,7.72,5.44,52666,-169.089,-50.323,-141,-257,63269,485
2015,1,8.74,3.4,6.34,2.18,60350,6.367,-14.733,-283,261,69231,328
2022,2,9.94,-5.66,-4.01,6.46,68785,152.875,44.765,-122,300,59571,74
2023,4,7.58,3.41,1.28,2.41,60947,-37.273,-35.641,-295,398,62190,463
2021,4,-8.31,3.95,-7.78,0.81,64023,131.336,-34.244,-300,425,65244,59
2019,10,9.77,7.56,-8.34,6.33,67806,-4.508,21.851,487,-364,56817,272
2016,6,5.49,-2.93,-6.6,6.48,68984,16.005,47.476,-87,-464,61153,412
2014,12,-5.98,-4.38,4.43,7.37,58661,-98.127,31.295,-388,-279,56931,165
2020,4,-7.65,6.99,-7.65,0.03,55353,-42.854,48.458,247,445,59850,67
2023,6,-8.6,1.59,4.37,4.48,52297,37.48,-12.89,-100,-202,60668,332
2022,7,6.99,-1.98,9.07,4.79,63365,76.643,70.343,291,-386,54089,147
2012,2,-5.04,-8.95,-8.24,4.39,67901,33.915,28.137,-291,338,51105,153
2016,10,4.09,-6.87,-7.72,4.17,51690,-138.961,10.637,-33,-119,66154,437
2014,6,-9.02,-5.74,-4.86,9.46,61851,-147.527,-1.3,-148,-358,55734,46
2016,1,-9.87,5.0,-7.55,8.45,61143,143.771,-37.893,-30,-138,66114,458
2017,11,-8.59,-0.22,0.86,2.69,61664,-49.305,83.913,299,-459,62366,312
2012,1,5.99,7.68,-2.25,8.56,52006,87.375,85.358,-385,-499,66542,358
2023,9,-1.44,5.06,9.05,7.37,57624,-158.659,-63.512,84,-309,55410,299
2023,1,-9.72,2.27,-2.58,4.52,51216,137.376,-23.613,472,331,68649,72
2018,9,-0.29,6.42,-0.68,1.1,69956,-18.745,82.83,-391,173,67830,138
2021,4,5.71,2.57,-4.44,4.73,62364,88.736,-83.248,384,-353,63483,123
2021,11,2.47,-8.67,-3.21,2.39,54459,-38.472,76.871,-180,-343,61579,59
2023,8,-0.95,6.69,-6.86,5.62,54278,-141.887,-66.529,59,483,67052,440
2022,4,7.73,-9.5,8.24,1.23,54594,127.963,-12.241,-377,348,50454,495
2020,12,-6.78,9.18,6.33,4.54,52001,72.41,-48.622,363,404,51632,287
2018,12,-9.77,0.8,-6.25,1.0,60855,170.0,-86.393,435,66,68977,213
2017,10,-1.27,-3.07,5.82,6.95,57573,102.092,-79.224,-99,345,64113,101
2020,7,7.66,6.8,-0.3,3.89,59139,34.897,-21.057,-161,-435,57264,226
2017,3,-2.72,9.16,-4.92,7.97,61041,136.439,29.075,-177,-386,58493,444
2017,2,1.76,9.04,-5.01,5.98,50126,18.008,-15.314,230,-280,54516,406
2020,11,-5.3,0.11,4.96,6.83,60827,-1.542,-67.331,-321,413,54948,459
2016,1,6.7,2.45,4.47,8.72,56139,33.755,33.213,490,-267,68051,11
2013,1,9.71,5.5,9.5,4.28,51963,-20.326,-35.264,362,226,60922,369
2018,9,5.03,5.75,-5.02,3.35,51357,-32.364,79.744,466,366,65026,369
2016,4,-9.9,-9.18,-4.5,2.51,54789,-104.444,-1.292,76,251,52272,283
2016,4,4.14,-5.76,-7.14,4.81,50852,-171.216,-64.06,107,236,66701,294
2020,6,5.1,-9.9,2.2,1.72,58077,159.966,-41.641,-283,234,60501,488
2016,7,-9.82,-5.28,8.75,4.75,64278,-59.778,7.443,-259,-184,55499,450
2019,4,7.27,-3.78,7.4,9.41,65001,-51.229,51.444,387,-468,64798,96
2022,7,2.4,-0.25,7.43,1.94,65753,85.425,-68.965,-375,434,67056,139
2015,12,1.36,-0.69,2.14,8.08,59581,147.327,13.316,-1,391,61387,184
2015,2,-7.1,7.06,7.55,1.36,53165,89.889,71.404,442,-444,62837,153
2018,5,-3.68,-2.56,-8.33,9.28,69441,-50.466,15.604,-432,-88,63186,258
2019,4,1.84,7.78,-8.14,7.79,58975,33.285,-45.152,493,-396,52824,120
2021,9,2.16,-7.47,6.36,2.83,61900,-27.193,54.777,-113,453,59641,326
2015,5,3.27,-7.39,4.54,5.14,61187,65.461,-62.639,383,-395,54732,85
2016,6,-2.61,1.8,-3.1,1.44,66775,-53.464,-11.405,299,256,66691,492
2021,9,8.8,5.51,2.9,9.43,55592,-38.477,72.651,24,473,51263,203
2017,3,-4.99,0.87,-8.4,3.62,59411,126.035,87.217,252,74,64991,6
2021,7,8.93,-1.38,-2.62,3.5,59749,-60.529,-52.865,-190,486,54031,197
2017,2,1.97,9.19,3.16,3.17,64444,73.275,-89.155,271,406,67276,460
2015,7,8.78,-6.46,3.94,6.6,60343,81.913,-12.669,146,159,66249,417
2021,10,2.85,4.6,8.45,8.9,58364,26.737,-53.407,-222,115,53136,161
2017,3,1.43,4.4,9.88,8.4,62424,173.768,69.813,127,-209,54728,182
2013,5,8.86,-6.71,8.73,7.06,67322,138.759,20.444,-246,-385,51986,32
2023,9,2.65,3.51,7.92,0.56,53526,144.661,47.864,107,490,55880,293
2020,3,-2.6,-8.73,4.74,4.01,55635,8.647,-69.928,-471,36,69557,170
2012,12,-5.38,4.3,8.14,4.8,54563,55.852,-13.194,-263,327,60538,72
2019,8,3.1,8.92,-5.52,4.45,57740,-106.774,80.811,-228,-225,51713,499
2016,11,-4.98,9.64,-7.59,3.72,67278,54.259,-78.984,142,106,61013,261
2019,6,0.1,8.26,-3.9,4.26,67724,96.853,67.22,-99,-349,65061,311
2017,1,-0.67,4.92,9.55,2.66,60170,-171.218,-44.155,174,-291,62368,257
2012,10,-5.52,-1.2,3.01,9.94,69336,-151.98,-36.479,-10,-487,50115,211
2023,10,3.31,-5.8,-8.84,9.7,55880,156.823,16.489,313,-93,67511,467
2023,8,-7.05,3.1,8.15,9.36,59721,46.793,-71.356,500,-402,50299,196
2017,12,-1.47,7.99,-9.56,2.56,59481,-95.389,-39.481,-333,41,69486,249
2017,11,-2.0,-5.6,7.71,3.95,57458,156.247,4.106,375,20,54220,224
2012,3,7.4,9.48,-4.27,9.78,65728,41.374,-11.656,-60,359,65997,162
2017,2,9.49,3.96,1.98,9.02,66806,39.748,80.84,-342,452,55742,234
2013,1,-2.95,5.41,5.6,4.53,65109,109.725,15.532,476,-101,61843,4
2013,3,9.38,9.73,4.6,8.15,52673,-7.591,-62.694,-334,-164,68575,14
2012,3,3.39,6.46,-0.64,6.42,65921,156.556,66.704,-403,-472,54348,67
2017,2,4.57,5.59,-7.53,2.71,52061,-79.477,-43.293,-21,254,69993,437
2020,12,2.17,4.52,-2.75,5.94,54189,22.72,11.184,-427,166,69395,488
2013,3,1.8,-9.66,7.85,4.09,61520,175.869,-4.738,208,-217,68118,428
2018,7,7.66,8.65,7.47,7.29,68438,-33.906,82.006,-474,361,61274,430
2016,7,7.99,2.33,-1.35,4.6,54348,70.637,21.926,-342,-232,50319,270
2020,8,-4.54,4.67,-7.36,2.48,55761,-123.3,-68.589,-188,350,59231,308
2021,6,-3.58,1.43,-5.86,5.01,54081,-116.648,-70.687,208,63,57845,121
2016,10,-1.53,9.85,-8.09,7.31,57654,172.999,15.31,-28,-384,54349,244
2019,7,-0.55,-4.62,6.37,3.85,50698,178.17,8.844,294,-308,61127,177
2016,2,-1.81,-1.01,-1.19,3.13,50958,179.476,-39.452,-162,-256,57340,494
2014,4,-7.09,-1.75,-4.91,2.88,60084,20.971,46.778,-89,-70,59316,6
2013,7,9.41,-3.11,4.12,1.82,52380,-59.056,-84.36,-253,-138,54054,336
2020,6,-3.03,4.58,-7.94,6.63,59712,-107.906,59.139,-206,-319,53318,93
2020,12,4.5,-0.22,0.53,7.21,63713,114.492,21.051,101,366,66418,331
2012,8,-5.66,3.23,6.35,2.85,61457,12.472,31.984,-387,-428,57817,347
2015,4,-2.62,9.95,6.42,7.87,57611,48.228,-84.352,-209,223,50528,236
2022,6,7.23,-0.53,-6.8,7.01,63274,-51.374,17.289,317,-195,54280,94
2020,9,-2.93,3.19,4.12,4.12,56755,99.529,39.913,469,246,51920,30
2015,12,-1.02,7.59,-9.66,6.2,51865,46.868,-17.013,459,303,54190,208
2017,8,-6.39,-6.2,-0.68,4.5,50854,-27.581,-83.088,367,-372,68995,412
2013,11,-5.89,-5.57,9.06,1.73,62168,-2.751,-55.921,47,69,53025,44
2012,5,-0.18,9.97,-1.33,1.2,65500,-144.248,68.941,-178,-137,57505,118
2019,10,-1.39,3.61,7.68,5.14,66879,172.027,-22.348,-485,63,62765,328
2018,4,5.44,6.21,-0.41,5.29,69576,126.889,69.037,-13,191,51708,378
2013,4,4.01,-2.1,-2.29,8.5,56503,-91.079,50.125,-126,-155,69705,467
2022,9,2.31,1.75,-2.14,1.8,54529,-77.881,38.245,-420,-304,64066,449
2017,9,-4.75,-1.81,-4.15,9.1,53418,38.981,5.04,-405,124,54176,18
2012,5,8.28,-8.51,-5.39,8.76,61848,96.595,43.285,278,-301,52200,391
2013,10,9.29,3.18,-3.23,9.45,50557,-50.874,68.389,-28,41,63190,456
2018,9,-10.0,-0.93,-8.08,6.83,63685,-53.978,22.782,-341,-468,54161,109
2013,4,4.64,-0.37,-5.73,3.81,63042,132.559,87.824,-48,356,65928,470
2013,12,2.95,8.63,2.6,5.08,58566,-120.785,-39.776,-349,470,58978,8
2017,7,4.71,-7.43,-4.52,6.56,65630,123.948,-81.323,-387,30,58897,123
2015,1,0.25,9.05,-6.53,9.6,58695,-135.395,56.5,355,291,63004,11
2022,6,-9.71,-2.94,-7.05,3.47,59616,-65.799,0.18,79,73,55768,364
2016,4,-2.06,-1.59,-1.46,4.23,61707,147.993,-16.683,-136,-197,69363,76
2017,7,-7.81,-1.28,7.76,6.9,50915,-10.331,88.454,-130,-103,54581,494
2022,3,0.17,5.13,-5.12,4.8,63833,-28.282,-49.234,432,-263,67741,500
2012,12,-5.39,3.36,1.39,9.74,68058,108.854,-1.47,279,-208,57104,291
2020,9,4.83,-9.98,-9.78,6.79,50924,140.633,-0.774,-77,-345,63685,41
2017,11,7.44,6.59,-0.1,1.57,68635,-5.24,-88.051,392,-187,56345,150
2019,7,-3.89,-9.99,1.1,3.72,60665,175.673,-71.447,99,-381,54250,104
2020,4,6.09,0.97,5.35,8.5,55011,122.626,-76.432,287,-157,58026,325
2014,9,9.87,1.72,-5.91,0.74,66199,-76.083,-59.537,360,-144,56484,127
2017,7,-0.74,-7.22,5.99,8.52,50637,-45.035,75.938,72,-165,59216,203
2016,4,-5.13,0.68,-0.31,9.04,68651,-172.369,-36.163,146,303,57534,105
2021,10,9.67,9.73,0.19,5.2,63127,-116.258,-74.568,310,237,69620,469
2021,9,0.95,8.44,-5.1,7.73,53295,139.481,64.719,-497,25,65285,499
2016,7,6.16,-3.96,-0.91,1.02,60715,140.806,63.766,327,-379,67383,259
2018,11,1.15,-0.07,-7.86,7.11,55117,-138.05,80.684,359,103,55970,177
2016,1,-4.37,7.97,-2.86,4.03,59810,129.164,-74.807,-214,-87,54677,104
2018,1,5.82,-3.05,-1.29,9.4,52227,158.326,17.665,368,-177,56665,437
2014,2,-5.26,5.93,-0.35,8.54,68850,-79.649,13.827,-161,94,68807,153
2015,1,6.32,6.86,-0.45,6.26,60547,-175.542,-46.502,326,316,55036,28
2021,6,2.79,-9.32,5.25,8.38,63915,1.141,-80.775,-8,491,58593,124
2018,7,-6.93,7.72,7.41,2.53,68639,29.467,77.291,-369,106,55801,216
2015,12,-4.36,8.25,9.79,2.23,54568,96.649,-8.506,316,-415,56059,58
2015,4,-9.26,7.72,2.21,6.78,61343,161.867,-17.111,109,-70,60762,245
2018,8,1.76,9.47,-1.86,7.16,62164,32.004,38.996,-389,88,65904,299
2023,11,1.75,-0.65,2.53,5.74,63030,-121.165,-55.393,-210,-95,67030,154
2019,2,-0.19,8.01,-5.98,3.31,65654,-104.022,70.096,110,391,57397,44
2018,5,5.73,4.47,-5.04,2.05,67616,138.505,-31.591,213,-416,66075,171
2020,5,-7.4,9.3,0.18,5.74,68252,-19.621,33.894,-342,376,65217,335
2016,11,-5.08,-4.8,-7.17,4.24,59359,-120.72,-27.921,382,-411,51264,137
2018,6,8.85,-3.83,1.34,0.25,51094,-114.533,-68.937,-186,-479,50749,331
2014,1,-8.92,4.36,-7.7,7.18,51266,55.93,19.977,302,-241,56384,4
2012,10,4.02,1.51,2.09,5.06,61228,19.037,-50.618,-157,76,65163,466
2013,9,1.09,-5.74,-0.88,8.67,56401,129.492,13.64,292,353,58730,302
2013,2,-6.83,4.84,-9.7,5.71,51510,70.858,-33.313,337,33,52841,290
2019,5,0.07,-3.36,-3.39,8.27,57242,132.811,-2.19,-96,291,55464,9
2021,1,-0.49,-8.58,0.75,2.1,55917,-168.076,-45.478,-126,67,59221,339
2018,7,7.46,-3.58,3.95,6.68,56817,159.238,83.849,-343,308,55629,329
2023,2,2.84,3.71,8.96,8.65,65116,-148.124,75.477,322,33,58800,228
2013,10,-3.15,-1.23,-4.18,3.53,58652,-98.809,85.381,224,-134,65570,237
2015,9,-5.73,5.66,5.6,4.96,50495,171.678,34.918,384,-213,65222,381
2017,3,2.98,3.2,9.39,9.3,53966,-51.566,-44.303,337,-406,54959,47
2014,4,-4.7,4.43,-5.72,0.5,63062,73.024,-33.971,-206,-309,58708,388
2019,12,6.25,6.89,-0.51,0.58,51020,-52.458,72.754,-48,482,62126,257
2016,12,5.13,0.66,2.44,1.47,69754,-144.883,82.68,-267,-367,64990,468
2015,3,-4.88,7.92,7.25,0.07,60668,95.502,52.345,-131,-437,58517,436
2016,2,2.25,-8.52,2.75,1.02,53716,-95.365,-1.561,-436,12,52922,153
2023,4,6.18,-8.86,-4.36,1.23,53012,-112.382,82.482,159,85,50272,194
2013,2,-4.63,3.16,4.36,3.57,54540,23.966,-89.84,322,-173,63798,63
2016,1,-8.06,1.42,-0.12,6.08,66539,-129.63,-72.392,-172,-150,67197,40
2012,9,8.2,6.83,-1.74,5.34,69561,-164.106,-46.775,-327,-462,58514,16
2019,8,-8.21,9.87,-9.89,8.74,66387,-108.47,9.89,119,321,53282,144
2012,1,-2.4,2.01,9.14,5.65,60286,165.947,39.26,64,-30,66803,61
2015,8,-7.02,-4.88,-4.56,7.55,63406,31.936,-85.655,413,-48,58341,384
2022,3,6.27,-4.54,-1.66,8.94,61420,125.19,39.005,-296,209,61073,343
2023,12,4.51,-2.56,7.63,6.47,57557,-58.677,-67.76,344,232,56398,374
2012,2,2.18,-2.72,-7.78,8.47,60014,-30.682,8.001,-184,-447,67656,67
2017,10,-5.22,8.82,7.94,1.18,63780,54.858,-81.589,309,65,64536,143
2021,12,0.2,-7.25,7.35,7.6,56284,52.892,-0.455,-306,291,69295,271
2019,3,5.42,-4.6,-8.58,5.54,59176,138.067,8.327,-455,-114,64105,57
2014,3,-1.09,9.93,-7.5,5.59,54656,-125.591,21.454,-153,-357,57723,96
2023,7,-5.82,2.47,2.48,1.34,55202,-3.53,60.73,-382,187,52689,135
2020,4,-9.58,-3.2,8.46,2.49,68692,-155.296,85.588,291,328,66411,176
2014,11,2.19,-1.52,9.44,0.17,52388,176.748,-63.491,-139,-404,68190,158
2019,4,-5.18,8.41,-9.85,6.95,57222,172.657,-59.845,-106,188,67851,224
2014,9,5.63,-1.93,-6.38,2.69,53281,18.426,-26.363,-310,113,57189,407
2019,4,6.24,3.57,-6.1,5.46,54070,19.88,-56.49,211,-323,60571,357
2022,10,-2.53,-8.84,-3.55,2.49,64943,168.112,86.704,-399,232,54947,383
2012,10,-4.19,-0.6,6.5,0.35,61378,174.521,-48.888,100,144,63423,147
2014,10,3.63,-1.86,-6.98,9.91,63067,-73.152,-20.161,385,-130,50362,452
2021,5,5.26,-7.58,-0.55,3.54,68581,67.064,50.912,-264,307,59261,157
2018,12,-2.23,6.6,2.72,6.05,65839,-32.865,23.895,242,-252,69361,466
2018,8,-7.82,-1.92,1.24,8.43,64943,138.767,-1.595,-1,-347,58709,424
2014,9,5.54,5.11,9.32,6.08,50324,-21.71,29.475,204,17,51209,207
2018,9,8.23,-9.19,-6.57,8.05,57248,-11.606,27.213,65,333,54875,486
2021,10,-6.04,1.19,-0.1,4.0,68579,-49.924,23.267,-32,-396,60407,339
2019,7,-4.28,-6.28,6.87,8.0,50003,57.438,56.79,-171,-282,60621,121
2022,4,0.07,-1.6,4.07,4.21,57303,87.968,-1.023,-307,1,68703,437
2015,12,1.98,-6.8,7.5,6.8,56975,54.166,-83.511,243,80,51491,373
2016,3,5.32,5.27,5.14,7.07,54039,165.215,-4.099,-47,-141,55610,103
2015,10,6.11,-1.95,8.7,8.31,57305,119.021,38.306,-71,-123,65082,420
2013,11,7.75,-3.09,1.53,4.08,53338,39.898,82.313,-297,-244,67618,83
2022,8,-2.32,-1.08,8.63,6.72,68626,79.11,-73.542,261,-295,50091,268
2022,5,-7.19,8.77,8.59,3.5,54692,-62.53,-75.791,1,77,58256,240
2017,6,-1.57,-9.15,9.0,9.97,58818,-31.821,-52.977,-40,-294,61039,282
2013,3,-4.46,-1.75,4.38,0.37,59745,42.555,-16.237,317,-76,51893,413
2018,8,-3.12,-2.81,-2.72,7.21,66978,77.33,-76.081,-256,-268,61269,287
2022,7,4.35,1.32,6.49,6.61,56019,86.602,-74.73,424,-406,51930,315
2017,11,1.09,-6.15,6.33,0.76,54884,129.684,-24.209,-257,390,62980,203
2022,9,3.69,5.64,7.7,1.46,68061,150.581,-79.513,-399,-220,69538,192
2012,6,4.06,-2.14,-0.48,7.39,54129,-159.902,-14.816,57,-305,68301,201
2012,7,8.77,1.63,-9.9,9.4,60546,-142.419,86.059,-491,-136,60939,117
2013,2,-8.26,4.97,-4.91,5.81,56955,-137.355,47.104,345,348,67327,442
2019,9,1.71,-3.14,8.16,5.61,66209,-146.447,-3.182,355,335,63876,493
2013,2,-3.21,-1.16,1.83,2.65,57929,-59.931,12.391,279,-15,61103,207
2012,9,8.15,1.5,-7.23,1.78,60544,-136.979,29.131,378,-307,55993,477
2023,11,0.53,-8.16,6.03,2.32,66193,166.748,65.444,16,26,56773,331
2023,10,-7.62,-3.78,9.06,2.3,61778,159.44,6.263,441,-137,63205,89
2023,7,-2.81,5.43,6.47,1.01,58592,-85.881,-45.575,267,139,65180,117
2012,11,9.25,0.96,9.04,0.89,57077,-102.33,-70.679,81,-82,66019,379
2016,12,3.71,9.3,2.58,5.59,59024,28.876,-82.141,377,-240,69150,152
2012,8,4.28,-3.0,4.35,6.08,59927,32.676,-30.952,-352,472,54963,427
2020,2,8.58,-5.43,-2.92,6.2,56291,34.549,62.693,221,267,66146,250
2014,11,0.8,3.58,9.37,6.39,54348,-134.176,-70.419,-444,444,67918,49
2012,1,-7.87,-6.08,4.88,9.73,67938,-171.809,33.709,319,443,63311,113
2018,1,8.72,-0.9,-0.82,6.42,57389,-6.022,-2.864,8,276,53693,180
2014,6,5.08,3.1,1.17,6.13,56758,156.946,-56.896,-449,386,60600,351
2021,2,-2.52,-7.02,-0.06,9.74,63156,-53.158,38.028,-465,370,65714,177
2021,8,2.16,6.14,-0.24,3.64,68337,-112.181,-7.522,-364,-199,66641,195
2012,12,7.05,-1.27,-5.85,6.97,60795,-127.227,37.689,-108,483,56038,470
2014,3,1.5,-8.05,-3.3,0.47,62156,134.658,15.368,-354,-114,61840,418
2013,1,2.39,8.41,-5.3,0.48,53669,150.146,86.529,166,100,54623,222
2020,6,8.57,-7.85,-6.79,1.41,66021,83.793,-16.839,118,-247,59951,334
2012,4,-7.3,-3.9,6.25,0.41,51667,-74.294,40.087,-386,-406,50968,476
2022,12,-1.95,-9.27,-4.61,0.33,51471,-82.952,-72.768,281,474,55192,354
2019,8,1.63,4.97,-9.48,9.41,67910,9.412,76.151,-7,294,51405,465
2018,12,3.03,-5.61,-4.78,9.54,54678,102.167,-40.557,-161,-425,69901,334
2017,3,8.15,8.37,-5.37,3.84,61405,-166.466,62.178,367,32,54223,260
2023,6,6.65,4.1,-4.07,9.36,60435,6.431,42.874,-424,60,68012,244
2022,7,-4.01,9.16,-3.71,0.04,65006,98.77,-43.665,187,85,65846,55
2017,7,-3.68,6.13,-5.38,9.66,62772,-88.711,-38.344,-232,-427,55949,15
2023,10,3.98,-7.57,8.97,1.69,66894,-138.318,-88.683,285,286,55088,118
2014,4,2.1,0.53,1.27,1.43,67401,-16.702,-49.881,-327,-154,68014,354
2013,3,-6.62,1.24,-0.79,4.87,51794,-143.688,85.544,-64,90,56767,79
2022,7,8.38,5.58,-7.43,4.42,59910,89.424,22.531,273,-417,64631,370
2016,1,3.67,-2.66,6.08,0.89,64469,119.921,-24.54,-425,41,55641,47
2022,9,0.73,-2.4,-6.19,2.23,55754,103.887,-13.943,-408,254,69364,294
2019,8,8.18,6.6,-6.75,8.2,65895,-40.027,-68.379,-123,359,66126,295
2013,12,6.46,0.93,4.73,0.59,67623,156.935,72.894,-321,-43,59571,197
2020,9,-4.49,2.38,2.09,3.07,68794,111.252,-6.719,374,160,60083,85
2016,6,1.73,8.87,-2.03,0.57,56909,-32.848,-39.018,-288,337,60465,199
2022,6,-6.43,4.25,7.74,4.88,63487,112.248,-50.106,438,119,58355,226
2023,2,-8.98,5.54,5.12,4.77,62079,-18.272,82.046,91,280,63295,117
2019,3,5.82,8.61,1.27,3.53,60584,76.277,57.608,491,155,65100,353
2014,12,-7.38,3.12,0.05,7.53,69578,-143.499,78.196,161,17,65474,347
2019,5,7.42,4.26,2.39,6.78,62915,73.355,55.053,-185,287,55623,54
2021,1,-5.01,-0.31,-2.59,0.31,69731,122.636,-86.159,-186,-422,58277,293
2022,9,7.7,-5.73,-1.38,7.74,63561,64.938,-30.69,-251,362,63265,424
2016,7,-3.01,-1.85,-2.59,6.19,69484,-92.989,59.253,485,338,62277,485
2017,7,0.71,-8.76,2.83,4.66,59042,-61.61,11.412,-123,-432,58995,427
2020,9,-5.35,-6.76,-1.05,5.26,53074,124.182,-9.638,-197,-245,53532,90
2023,3,-3.59,5.58,9.58,3.34,52973,-44.301,62.17,-255,317,55689,31
2015,3,-9.97,-9.78,-1.06,5.68,65670,-125.241,-61.484,-219,-209,57596,122
2013,6,-0.13,-8.45,0.37,9.36,54178,34.636,5.214,-138,210,62290,186
2021,10,-7.33,-7.21,6.93,0.17,59179,95.734,-54.663,437,149,56070,454
2020,10,-1.42,8.79,8.3,5.78,53152,4.348,-74.748,-208,416,63949,84
2012,5,-9.79,5.71,-2.62,0.9,55499,15.24,-25.66,-165,297,62294,81
2012,7,-1.45,2.42,2.96,3.47,59605,-144.481,-15.123,-497,0,57356,48
2014,8,-6.3,7.65,4.22,0.31,54460,-11.387,-5.585,-68,-307,68455,144
2014,10,-2.19,-8.0,3.47,6.83,58068,-130.482,-15.397,428,223,54922,179
2018,5,0.64,3.67,-9.1,8.31,56553,90.51,-30.391,485,-237,69227,96
2014,6,4.37,1.7,2.84,5.37,63293,172.243,79.54,128,298,51886,497
2015,3,-3.25,-6.18,-9.3,8.45,59954,8.025,-20.371,58,254,69121,172
2022,8,2.67,-8.22,2.81,3.9,51976,123.485,-80.479,-3,-327,50077,157
2013,6,-2.75,4.05,-5.25,0.95,58039,112.947,12.895,437,-474,57033,489
2020,12,4.51,2.2,-3.74,7.04,61660,39.486,77.208,-109,72,62496,103
2020,8,-3.68,6.11,5.07,1.28,65819,-147.52,-42.687,435,-184,50373,223
2015,7,1.62,1.81,-6.82,6.01,58976,62.453,54.193,-137,316,61120,396
2018,10,2.13,-6.15,-6.33,1.28,50315,-62.082,70.912,10,105,69289,322
2014,8,2.72,2.71,7.8,7.63,58588,8.542,-51.091,283,-497,66445,73
2017,6,8.39,-9.15,7.54,9.39,59669,-25.317,-53.466,316,-379,56036,3
2023,6,4.65,3.15,-6.29,5.9,64765,153.309,-70.456,190,-384,50341,36
2016,4,7.16,-3.86,2.63,8.61,57756,50.673,2.419,106,491,55970,345
2020,3,2.65,-4.9,1.88,4.98,67294,-33.17,61.973,24,306,59065,78
2017,5,6.16,-1.45,-2.89,2.12,63321,52.488,-10.008,109,168,55132,391
2019,9,-0.8,-7.39,1.97,8.37,53450,119.014,60.19,24,-350,58941,166
2020,3,7.5,3.06,-1.99,3.62,63221,24.542,62.111,-22,239,66179,173
2013,5,-1.01,2.97,-6.71,5.65,66090,176.47,-62.856,330,116,61420,114
2012,10,6.87,-4.61,9.92,1.99,57887,-46.605,74.514,173,459,50138,355
2023,8,-8.09,-5.09,9.53,3.92,53441,35.582,-7.946,266,-423,58572,323
